"Prebivalstvo - izbrani kazalniki, obèine in naselja, Slovenija, letno"

"OBÈINA/NASELJE"	"2024 Prebivalstvo - SKUPAJ"
"078015 Martjanci"	517
"078016 Mlajtinci"	195
"078017 Moravske Toplice"	914
"078018 Motvarjevci/Szentlaszlo"	136
"078019 Noršinci"	221
"078020 Pordašinci/Kisfalu"	39
"078021 Prosenjakovci/Partosfalva"	151
"078022 Ratkovci"	46
"078023 Sebeborci"	480
"078024 Selo"	251
"078025 Središèe/Szerdahaly"	37
"078026 Suhi Vrh"	139
"078027 Tešanovci"	329
"078028 Vuèja Gomila"	256
"079 MOZIRJE"	4532
"079001 Brezje"	267
"079002 Dobrovlje pri Mozirju"	76
"079006 Lepa Njiva"	457
"079007 Ljubija"	574
"079008 Loke pri Mozirju"	337
"079009 Mozirje"	2381
"079013 Radegunda"	273
"079018 Šmihel nad Mozirjem"	167
"080 MURSKA SOBOTA"	18577
"080001 Bakovci"	1420
"080002 Èernelavci"	1241
"080003 Krog"	1116
"080004 Kupšinci"	385
"080005 Markišavci"	217
"080006 Murska Sobota"	11075
"080007 Nemèavci"	251
"080008 Polana"	187
"080009 Rakièan"	1471
"080010 Satahovci"	276
"080011 Vešèica"	410
"080012 Pušèa"	528
"081 MUTA"	3358
"081001 Gortina"	608
"081002 Mlake"	34
"081003 Muta"	2167
"081004 Pernice"	134
"081005 Sv. Primož nad Muto"	294
"081006 Sv. Jernej nad Muto"	121
"082 NAKLO"	5471
"082001 Bistrica"	96
"082002 Cegelnica"	374
"082003 Gobovce"	51
"082004 Malo Naklo"	16
"082005 Naklo"	1868
"082006 Okroglo"	135
"082007 Podbrezje"	829
"082008 Polica"	109
"082009 Spodnje Duplje"	551
"082010 Strahinj"	715
"082011 Zadraga"	88
"082012 Zgornje Duplje"	520
"082013 Žeje"	119
"083 NAZARJE"	2691
"083001 Brdo"	43
"083002 Èreta pri Kokarjah"	21
"083003 Dobletina"	119
"083004 Kokarje"	206
"083005 Laèja vas"	115
"083006 Nazarje"	901
"083007 Potok"	146
"083008 Pusto Polje"	77
"083009 Rovt pod Menino"	93
"083010 Spodnje Kraše"	143
"083011 Šmartno ob Dreti"	269
"083012 Volog"	140
"083013 Zavodice"	60
"083014 Žlabor"	110
"083015 Prihova"	248
"084 NOVA GORICA"	31956
"084001 Ajševica"	271
"084003 Banjšice"	229
"084004 Bate"	150
"084005 Branik"	932
"084006 Brdo"	61
"084007 Budihni"	40
"084009 Èepovan"	356
"084011 Dornberk"	831
"084012 Draga"	83
"084013 Gradišèe nad Prvaèino"	532
"084014 Grgar"	781
"084015 Grgarske Ravne"	134
"084016 Kromberk"	2033
"084017 Lazna"	4
"084018 Loke"	298
"084019 Lokovec"	285
"084020 Lokve"	96
"084025 Nemci"	23
"084026 Nova Gorica"	13043
"084027 Osek"	469
"084029 Ozeljan"	830
"084030 Potok pri Dornberku"	153
"084031 Preserje"	469
"084032 Pristava"	378
"084033 Prvaèina"	1308
"084034 Ravnica"	233
"084037 Rožna Dolina"	1140
"084038 Saksid"	106
"084039 Solkan"	3178
"084040 Spodnja Branica"	108
"084041 Stara Gora"	188
"084042 Steske"	33
"084043 Šempas"	1188
"084045 Šmaver"	0
"084046 Šmihel"	260
"084047 Tabor"	159
"084048 Trnovo"	392
"084049 Vitovlje"	535
"084050 Voglarji"	106
"084054 Zalošèe"	433
"084056 Podgozd"	40
"084057 Dragovica"	46
"084058 Sveta Gora"	6
"084059 Pedrovo"	16
"085 NOVO MESTO"	38348
"085002 Birèna vas"	360
"085004 Borièevo"	31
"085006 Brezje"	24
"085009 Brezovica pri Stopièah"	39
"085015 Èešèa vas"	135
"085016 Èrešnjice"	156
"085017 Èrmošnjice pri Stopièah"	367
"085018 Daljni Vrh"	111
"085021 Dobovo"	27
"085023 Dolenja vas"	85
"085026 Dolenje Grèevje"	30
"085027 Dolenje Kamenje"	91
"085028 Dolenje Karteljevo"	116
"085030 Dolenje Lakovnice"	68
"085035 Dolenji Suhadol"	133
"085037 Dolnja Težka Voda"	220
"085042 Dolž"	336
"085049 Gabrje"	628
"085053 Golušnik"	35
"085056 Gorenje Grèevje"	20
"085057 Gorenje Kamence"	146
"085058 Gorenje Kamenje"	122
"085059 Gorenje Karteljevo"	185
"085060 Gorenje Kronovo"	44
"085061 Gorenje Lakovnice"	77
"085062 Gorenje Mraševo"	38
"085067 Gorenji Suhadol"	72
"085069 Gornja Težka Voda"	85
"085077 Gumberk"	82
"085078 Herinja vas"	125
"085084 Hrib pri Orehku"	68
"085085 Hrušica"	187
"085086 Hudo"	59
"085087 Iglenik"	31
"085089 Jama"	46
"085092 Jelše pri Otoècu"	73
"085094 Jugorje"	61
"085096 Jurna vas"	130
"085100 Konec"	74
"085101 Koroška vas"	271
"085102 Koti"	11
"085103 Križe"	149
"085104 Kuzarjev Kal"	65
"085106 Laze"	66
"085108 Leskovec"	60
"085109 Lešnica"	107
"085113 Lutrško selo"	193
"085115 Mala Cikava"	126
"085117 Male Brusnice"	48
"085119 Mali Cerovec"	18
"085122 Mali Orehek"	47
"085123 Mali Podljuben"	33
"085125 Mali Slatnik"	267
"085129 Mihovec"	29
"085132 Novo mesto"	24446
"085138 Otoèec"	880
"085139 Paha"	71
"085140 Pangrè Grm"	57
"085141 Petane"	35
"085142 Petelinjek"	235
"085143 Plemberk"	65
"085148 Podgrad"	123
"085156 Potov Vrh"	165
"085159 Preèna"	417
"085161 Pristava"	108
"085163 Rajnovšèe"	30
"085164 Rakovnik pri Birèni vasi"	35
"085165 Ratež"	424
"085174 Sela pri Ratežu"	61
"085175 Sela pri Štravberku"	6
"085176 Sela pri Zajèjem Vrhu"	68
"085180 Sevno"	79
"085181 Smolenja vas"	520
"085183 Srebrnièe"	103
"085184 Srednje Grèevje"	100
"085189 Stopièe"	471
"085190 Stranska vas"	467
"085193 Suhor"	40
"085195 Šentjošt"	104
"085197 Škrjanèe pri Novem mestu"	56
"085201 Štravberk"	23
"085202 Travni Dol"	11
"085204 Trška Gora"	271
"085205 Uršna sela"	672
"085207 Velike Brusnice"	513
"085208 Veliki Cerovec"	126
"085211 Veliki Orehek"	101
"085212 Veliki Podljuben"	102
"085214 Veliki Slatnik"	182
"085216 Verdun"	108
"085219 Vinja vas"	112
"085225 Vrh pri Ljubnu"	95
"085226 Vrh pri Pahi"	94
"085227 Vrhe"	60
"085232 Zagrad pri Otoècu"	58
"085233 Zajèji Vrh pri Stopièah"	96
"085238 Ždinja vas"	299
"085239 Žihovo selo"	52
"086 ODRANCI"	1592
"086001 Odranci"	1592
"087 ORMOŽ"	11813
"087002 Bresnica"	253
"087003 Cerovec Stanka Vraza"	117
"087004 Cvetkovci"	459
"087005 Dobrava"	127
"087006 Dobrovšèak"	12
"087007 Drakšl"	113
"087008 Frankovci"	158
"087010 Gomila pri Kogu"	144
"087014 Hajndl"	121
"087015 Hardek"	274
"087016 Hermanci"	114
"087018 Hujbar"	40
"087019 Hum pri Ormožu"	301
"087020 Ivanjkovci"	227
"087021 Jastrebci"	147
"087022 Kajžar"	128
"087023 Kog"	245
"087025 Krèevina"	58
"087026 Laèaves"	127
"087027 Lahonci"	319
"087028 Lešnica"	205
"087029 Lešniški Vrh"	34
"087030 Libanja"	85
"087031 Litmerk"	159
"087032 Loperšice"	181
"087033 Lunovec"	27
"087035 Mali Brebrovnik"	132
"087037 Mihalovci"	135
"087038 Mihovci pri Vel. Nedelji"	506
"087039 Miklavž pri Ormožu"	242
"087041 Ormož"	1923
"087042 Osluševci"	206
"087043 Pavlovci"	195
"087044 Pavlovski Vrh"	141
"087045 Podgorci"	506
"087046 Preclava"	41
"087048 Pušenci"	227
"087050 Ritmerk"	44
"087052 Runeè"	143
"087056 Senešci"	232
"087058 Sodinci"	270
"087059 Spodnji Kljuèarovci"	120
"087061 Stanovno"	112
"087062 Strezetina"	54
"087063 Strjanci"	93
"087064 Strmec pri Ormožu"	67
"087067 Šardinje"	144
"087068 Trgovišèe"	224
"087070 Velièane"	110
"087071 Velika Nedelja"	259
"087072 Veliki Brebrovnik"	189
"087073 Vièanci"	257
"087074 Vinski Vrh"	214
"087075 Vitan"	96
"087076 Vodranci"	124
"087077 Vuzmetinci"	148
"087079 Zasavci"	62
"087080 Žerovinci"	251
"087081 Žvab"	91
"087082 Svetinje"	46
"087083 Trstenik"	34
"088 OSILNICA"	331
"088001 Belica"	6
"088002 Bezgarji"	7
"088003 Bezgovica"	8
"088004 Bosljiva Loka"	30
"088005 Grintovec pri Osilnici"	13
"088006 Križmani"	9
"088007 Ložec"	19
"088008 Malinišèe"	2
"088009 Mirtovièi"	7
"088010 Osilnica"	67
"088011 Padovo pri Osilnici"	21
"088012 Papeži"	17
"088013 Podvrh"	9
"088014 Ribjek"	18
"088015 Sela"	71
"088016 Spodnji Èaèiè"	0
"088017 Strojièi"	10
"088018 Zgornji Èaèiè"	8
"088019 Žurge"	9
"089 PESNICA"	7709
"089001 Dolnja Poèehova"	280
"089002 Draguèova"	252
"089003 Drankovec"	80
"089004 Flekušek"	87
"089005 Gaènik"	536
"089006 Jareninski Dol"	396
"089007 Jareninski Vrh"	230
"089008 Jelenèe"	211
"089009 Kušernik"	79
"089010 Ložane"	106
"089011 Mali dol"	63
"089012 Pernica"	517
"089013 Pesnica pri Mariboru"	1026
"089014 Pesniški Dvor"	89
"089015 Poèenik"	105
"089016 Polièka vas"	171
"089017 Polièki Vrh"	177
"089018 Ranca"	304
"089019 Roèica"	227
"089020 Slatenik"	52
"089021 Spodnje Dobrenje"	462
"089022 Spodnje Hlapje"	105
"089023 Spodnji Jakobski Dol"	346
"089024 Vajgen"	89
"089025 Vosek"	344
"089026 Vukovje"	320
"089027 Vukovski Dol"	406
"089028 Vukovski Vrh"	177
"089029 Zgornje Hlapje"	148
"089030 Zgornji Jakobski Dol"	324
"090 PIRAN/PIRANO"	18119
"090001 Dragonja/Dragogna"	490
"090002 Lucija/Lucia"	6216
"090003 Nova vas nad Dragonjo"	250
"090004 Padna"	210
"090005 Parecag/Parezzago"	1050
"090006 Piran/Pirano"	3671
"090007 Portorož/Portorose"	3025
"090008 Seèa/Sezza"	1312
"090009 Seèovlje/Sicciole"	804
"090010 Strunjan/Strugnano"	670
"090011 Sv. Peter"	421
"091 PIVKA"	6162
"091001 Buje"	46
"091002 Èepno"	49
"091003 Dolnja Košana"	340
"091004 Drskovèe"	94
"091005 Gornja Košana"	137
"091006 Gradec"	75
"091007 Juršèe"	148
"091008 Kal"	337
"091009 Klenik"	179
"091010 Mala Pristava"	67
"091011 Nadanje selo"	127
"091012 Narin"	211
"091013 Neverke"	104
"091014 Nova Sušica"	99
"091015 Palèje"	204
"091016 Parje"	117
"091017 Petelinje"	328
"091018 Pivka"	2201
"091019 Ribnica"	9
"091020 Selce"	262
"091021 Slovenska vas"	42
"091022 Stara Sušica"	55
"091023 Suhorje"	67
"091024 Šmihel"	98
"091025 Šilentabor"	14
"091026 Trnje"	262
"091027 Velika Pristava"	55
"091028 Volèe"	57
"091029 Zagorje"	378
"092 PODÈETRTEK"	3618
"092002 Brezovec pri Polju"	77
"092003 Cmereška Gorca"	99
"092006 Golobinjek ob Sotli"	61
"092007 Gostinca"	92
"092009 Imeno"	331
"092010 Imenska Gorca"	89
"092011 Jerèin"	44
"092014 Lastniè"	177
"092015 Nezbiše"	137
"092016 Pecelj"	63
"092018 Podèetrtek"	672
"092019 Polje ob Sotli"	43
"092021 Prelasko"	61
"092022 Pristava pri Lesiènem"	64
"092023 Pristava pri Mestinju"	224
"092024 Roginska Gorca"	130
"092025 Rudnica"	21
"092026 Sedlarjevo"	65
"092027 Sela"	118
"092029 Sodna vas"	84
"092032 Sv. Ema"	211
"092034 Veraèe"	109
"092035 Vidovica"	60
"092036 Virštanj"	219
"092037 Vonarje"	93
"092039 Olimje"	274
"093 PODVELKA"	2258
"093001 Brezno"	423
"093003 Janževski Vrh"	231
"093004 Javnik"	144
"093006 Kozji Vrh"	61
"093007 Lehen na Pohorju"	141
"093008 Ožbalt"	246
"093009 Podvelka"	284
"093010 Rdeèi Breg - del"	85
"093012 Spodnja Kapla"	327
"093013 Vurmat - del"	155
"093014 Zgornja Kapla"	161
"094 POSTOJNA"	17672
"094001 Belsko"	218
"094002 Brezje pod Nanosom"	45
"094003 Bukovje"	198
"094004 Dilce"	148
"094005 Gorenje"	115
"094006 Gorièe"	82
"094007 Grobišèe"	71
"094008 Hrašèe"	473
"094009 Hrenovice"	172
"094010 Hruševje"	284
"094011 Koèe"	311
"094012 Landol"	179
"094013 Liplje"	18
"094014 Lohaèa"	39
"094015 Mala Brda"	45
"094016 Mali Otok"	85
"094017 Malo Ubeljsko"	49
"094018 Matenja vas"	374
"094019 Orehek"	615
"094020 Planina"	865
"094021 Postojna"	10079
"094022 Predjama"	82
"094023 Prestranek"	756
"094024 Rakitnik"	173
"094025 Rakulik"	22
"094026 Razdrto"	258
"094027 Sajevèe"	42
"094028 Slavina"	268
"094029 Slavinje"	107
"094030 Stara vas"	207
"094031 Strane"	62
"094032 Strmca"	88
"094033 Studenec"	78
"094034 Studeno"	302
"094035 Šmihel pod Nanosom"	193
"094036 Velika Brda"	38
"094037 Veliki Otok"	177
"094038 Veliko Ubeljsko"	101
"094039 Zagon"	196
"094040 Žeje"	57
"095 PREDDVOR"	3865
"095001 Bašelj"	505
"095002 Breg ob Kokri"	145
"095003 Hraše pri Preddvoru"	26
"095004 Hrib"	60
"095005 Kokra"	282
"095006 Maèe"	155
"095007 Možjanca"	68
"095008 Nova vas"	149
"095009 Potoèe"	349
"095010 Preddvor"	854
"095011 Spodnja Bela"	81
"095013 Srednja Bela"	412
"095014 Tupalièe"	442
"095015 Zgornja Bela"	337
"096 PTUJ"	23872
"096005 Grajena"	402
"096006 Grajenšèak"	478
"096008 Kicar"	825
"096009 Krèevina pri Vurbergu"	949
"096011 Mestni Vrh"	736
"096013 Pacinje"	234
"096014 Podvinci"	861
"096016 Ptuj"	18274
"096021 Spodnji Velovlek"	225
"096022 Spuhlja"	888
"097 PUCONCI"	5882
"097001 Beznovci"	149
"097002 Bodonci"	437
"097003 Bokraèi"	61
"097004 Brezovci"	248
"097005 Dankovci"	129
"097006 Dolina"	219
"097007 Gorica"	271
"097008 Kuštanovci"	170
"097009 Lemerje"	291
"097010 Maèkovci"	201
"097011 Mošèanci"	250
"097012 Otovci"	212
"097013 Peèarovci"	397
"097014 Poznanovci"	168
"097015 Predanovci"	181
"097016 Proseèka vas"	112
"097017 Puconci"	632
"097018 Puževci"	168
"097019 Strukovci"	174
"097020 Šalamenci"	284
"097021 Vadarci"	293
"097022 Vaneèa"	516
"097023 Zenkovci"	319
"098 RAÈE - FRAM"	8036
"098001 Brezula"	274
"098002 Fram"	1119
"098003 Ješenca"	596
"098004 Kopivnik"	240
"098005 Loka pri Framu"	145
"098006 Morje"	1504
"098007 Planica"	137
"098008 Podova"	282
"098009 Požeg"	98
"098010 Raèe"	2955
"098011 Ranèe"	238
"098012 Spodnja Gorica"	258
"098013 Zgornja Gorica"	153
"098014 Šestdobe"	37
"099 RADEÈE"	4114
"099001 Brunk"	8
"099002 Brunška Gora"	92
"099003 Èimerno"	35
"099004 Dobrava"	49
"099005 Goreljce"	66
"099006 Hotemež"	91
"099007 Jagnjenica"	290
"099008 Jelovo"	155
"099009 Log pri Vrhovem"	96
"099010 Loška Gora"	7
"099011 Moèilno"	102
"099012 Njivice"	102
"099013 Poèakovo"	125
"099014 Prapretno"	74
"099015 Radeèe"	1937
"099016 Rudna vas"	20
"099017 Stari Dvor"	71
"099018 Svibno"	151
"099019 Vrhovo"	263
"099020 Zagrad"	80
"099021 Zavrate"	21
"099022 Žebnik"	130
"099023 Obrežje"	149
"100 RADENCI"	5104
"100001 Boraèeva"	399
"100002 Hrastje-Mota"	339
"100003 Hrašenski Vrh"	108
"100004 Janžev Vrh"	251
"100005 Kapelski Vrh"	223
"100006 Kobilšèak"	40
"100007 Kocjan"	47
"100008 Melanjski Vrh"	34
"100009 Murski Vrh"	87
"100010 Muršèak"	131
"100011 Okoslavci"	233
"100012 Parièjak"	199
"100013 Raèki Vrh"	83
"100014 Radenci"	2240
"100015 Radenski Vrh"	151
"100016 Rihtarovci"	95
"100017 Spodnji Kocjan"	62
"100018 Šratovci"	159
"100019 Turjanci"	101
"100020 Turjanski Vrh"	68
"100021 Zgornji Kocjan"	36
"100022 Žrnova"	18
"101 RADLJE OB DRAVI"	6180
"101001 Brezni Vrh"	125
"101002 Dobrava"	202
"101003 Radelca"	78
"101004 Radlje ob Dravi"	2955
"101005 Remšnik"	207
"101006 Spodnja Orlica"	93
"101007 Spodnja Vižinga"	319
"101008 Sv. Anton na Pohorju"	224
"101009 Sv. Trije Kralji"	219
"101010 Št. Janž pri Radljah"	290
"101011 Vas"	401
"101012 Vuhred"	672
"101013 Zgornja Vižinga"	258
"101014 Zgornji kozji Vrh"	137
"102 RADOVLJICA"	19406
"102001 Begunje na Gorenjskem"	1020
"102002 Brda"	48
"102003 Brezje"	523
"102004 Brezovica"	142
"102005 Èešnjica pri Kropi"	111
"102006 Èrnivec"	306
"102007 Dobravica"	36
"102008 Dobro Polje"	145
"102009 Dvorska vas"	190
"102010 Globoko"	35
"102011 Gorica"	102
"102012 Hlebce"	298
"102013 Hraše"	244
"102014 Kamna Gorica"	488
"102015 Kropa"	758
"102016 Lancovo"	546
"102017 Lesce"	2922
"102018 Lipnica"	43
"102019 Ljubno"	449
"102020 Mišaèe"	76
"102021 Mlaka"	39
"102022 Mošnje"	450
"102023 Noše"	4
"102024 Nova vas pri Lescah"	198
"102025 Otoèe"	181
"102026 Ovsiše"	216
"102027 Peraèica"	35
"102028 Podnart"	372
"102029 Poljèe"	210
"102030 Poljšica pri Podnartu"	117
"102031 Posavec"	392
"102032 Praproše"	30
"102033 Prezrenje"	66
"102034 Radovljica"	6099
"102035 Ravnica"	31
"102036 Rovte"	44
"102037 Slatna"	59
"102038 Spodnja Dobrava"	50
"102039 Spodnja Lipnica"	176
"102040 Spodnji Otok"	117
"102041 Srednja Dobrava"	130
"102042 Srednja vas"	23
"102043 Studenèice"	116
"102044 Vošèe"	54
"102045 Vrbnje"	376
"102046 Zadnja vas"	30
"102047 Zaloše"	89
"102048 Zapuže"	398
"102049 Zgornja Dobrava"	174
"102050 Zgornja Lipnica"	175
"102051 Zgornji Otok"	63
"102052 Zgoša"	410
"103 RAVNE NA KOROŠKEM"	11170
"103002 Brdinje"	656
"103004 Dobja vas"	-
"103005 Dobrije"	86
"103007 Koroški Selovec"	112
"103009 Kotlje"	1083
"103012 Navrški Vrh"	86
"103013 Podgora"	314
"103014 Podkraj"	74
"103016 Preški Vrh"	182
"103018 Ravne na Koroškem"	7183
"103019 Sele - del"	0
"103020 Stražišèe"	231
"103021 Strojna"	125
"103024 Tolsti Vrh p. R. Na K. - del"	865
"103025 Uršlja Gora"	23
"103027 Zelen Breg"	150
"104 RIBNICA"	9807
"104001 Andol"	19
"104003 Blate"	59
"104004 Breg pri Ribnici na Dol."	362
"104005 Breže"	165
"104006 Brinovšèica"	19
"104008 Bukovec pri Poljanah"	7
"104009 Bukovica"	99
"104010 Èrnec"	16
"104011 Èrni Potok pri Vel. Lašèah"	19
"104012 Dane"	65
"104013 Dolenja vas"	715
"104014 Dolenje Podpoljane"	61
"104015 Dolenji Lazi"	317
"104016 Dule"	4
"104017 Finkovo"	4
"104018 Gašpinovo"	5
"104020 Gorenje Podpoljane"	16
"104021 Gorenji Lazi"	45
"104022 Gorièa vas"	420
"104023 Graben"	26
"104024 Grèarice"	154
"104025 Grèarske Ravne"	9
"104026 Grebenje"	13
"104027 Griè"	349
"104028 Hojèe"	18
"104029 Hrovaèa"	412
"104030 Hudi Konec"	30
"104032 Jelendol"	0
"104033 Jelenov Žleb"	0
"104035 Junèje"	20
"104036 Jurjevica"	213
"104037 Kot pri Rakitnici"	7
"104038 Kot pri Ribnici"	108
"104041 Krnèe"	9
"104043 Levstiki"	10
"104044 Lipovec"	143
"104046 Makoše"	6
"104047 Marolèe"	32
"104048 Maršièi"	21
"104049 Nemška vas"	228
"104052 Ortnek"	20
"104053 Otavice"	116
"104054 Perovo"	10
"104057 Praproèe"	50
"104059 Prigorica"	395
"104060 Pugled pri Karlovici"	8
"104061 Pusti Hrib"	12
"104062 Rakitnica"	270
"104064 Ribnica"	3725
"104065 Rigelj pri Ortneku"	6
"104066 Sajevec"	167
"104068 Slatnik"	125
"104070 Sušje"	127
"104071 Sv. Gregor"	63
"104072 Škrajnek"	8
"104073 Velike Poljane"	151
"104075 Vintarji"	18
"104076 Vrh pri Poljanah"	7
"104077 Zadniki"	16
"104078 Zadolje"	16
"104081 Zapuže pri Ribnici"	20
"104082 Zlati Rep"	7
"104084 Žlebiè"	239
"104085 Žukovo"	6
"105 ROGAŠOVCI"	3076
"105001 Fikšinci"	151
"105002 Kramarovci"	40
"105003 Nuskova"	276
"105004 Ocinje"	46
"105005 Pertoèa"	412
"105006 Rogašovci"	257
"105007 Ropoèa"	215
"105008 Serdica"	527
"105009 Sotina"	325
"105010 Sveti Jurij"	463
"105011 Veèeslavci"	364
"106 ROGAŠKA SLATINA"	11594
"106001 Brestovec"	166
"106002 Brezje pri Podplatu"	63
"106003 Cerovec pod Boèem"	408
"106004 Ceste"	140
"106005 Èaèa vas"	161
"106006 Drevenik"	86
"106007 Gabrce"	76
"106008 Gabrovec pri Kostrivnici"	60
"106009 Gradiški Dol"	29
"106010 Irje"	343
"106011 Kaèji Dol"	156
"106012 Kamence"	145
"106013 Kamna Gorca"	127
"106014 Male Rodne"	143
"106015 Nimno"	84
"106016 Plat"	98
"106017 Podplat"	115
"106018 Podturn"	88
"106019 Pristavica"	51
"106020 Prnek"	103
"106021 Rajnkovec"	84
"106022 Ratanska vas"	110
"106023 Rjavica"	150
"106024 Rogaška Slatina"	5177
"106025 Spodnja Kostrivnica"	145
"106026 Spodnje Negonje"	333
"106027 Spodnje Seèovo"	476
"106028 Spodnji Gabernik"	119
"106029 Strmec pri sv. Florijanu"	164
"106030 Sv. Florijan"	373
"106031 Tekaèevo"	218
"106032 Topole"	263
"106033 Tržišèe"	195
"106034 Tuncovec"	167
"106035 Velike Rodne"	200
"106036 Vinec"	47
"106037 Zagaj pod Boèem"	196
"106038 Zgornja Kostrivnica"	141
"106039 Zgornje Negonje"	151
"106040 Zgornje Seèovo"	111
"106041 Zgornji Gabernik"	132
"107 ROGATEC"	3049
"107001 Brezovec pri Rogatcu"	48
"107002 Dobovec pri Rogatcu"	272
"107003 Donaèka Gora"	173
"107004 Log"	204
"107005 Rogatec"	1555
"107006 Sv. Jurij"	109
"107007 Tlake"	316
"107008 Trlièno"	101
"107009 Žahenberc"	271
"108 RUŠE"	7149
"108001 Bezena"	601
"108002 Bistrica ob Dravi"	1415
"108006 Fala"	64
"108010 Lobnica"	142
"108011 Log"	403
"108016 Ruše"	4233
"108019 Smolnik"	291
"109 SEMIÈ"	3834
"109001 Blatnik pri Èrmošnjicah"	15
"109002 Brezje pri Rožnem Dolu"	6
"109003 Brezje pri Vinjem Vrhu"	11
"109004 Brezova Reber"	42
"109005 Brezovica pri Èrmošnjicah"	7
"109006 Brstovec"	26
"109007 Cerovec pri Èrešnjevcu"	67
"109009 Èrešnjevec pri Semièu"	95
"109010 Èrmošnjice"	153
"109011 Gaber pri Èrmošnjicah"	0
"109013 Gornje Laze"	33
"109014 Gradnik"	60
"109015 Hrib pri Cerovcu"	14
"109016 Hrib pri Rožnem Dolu"	0
"109017 Kal"	79
"109019 Komarna vas"	8
"109021 Krupa"	46
"109022 Krvavèji Vrh"	83
"109023 Lipovec"	30
"109024 Maline pri Štrekljevcu"	28
"109025 Mašelj"	0
"109027 Moverna vas"	31
"109028 Nestoplja vas"	41
"109029 Omota"	51
"109030 Oskoršnica"	61
"109031 Osojnik"	108
"109032 Planina"	14
"109033 Podreber"	77
"109034 Potoki"	16
"109035 Praproèe"	22
"109036 Praprot"	55
"109037 Preloge"	7
"109038 Pribišje"	24
"109039 Pugled"	14
"109040 Rožni Dol"	52
"109043 Sela pri Vrèicah"	14
"109044 Semiè"	2004
"109045 Sodji Vrh"	41
"109046 Sredgora"	1
"109047 Srednja vas"	59
"109048 Starihov Vrh"	35
"109049 Stranska vas pri Semièu"	47
"109050 Štrekljevec"	107
"109052 Trebnji Vrh"	14
"109054 Vinji Vrh pri Semièu"	49
"109055 Vrèice"	54
"109057 Sovinek"	33
"110 SEVNICA"	17632
"110001 Apnenik pri Boštanju"	42
"110002 Arto"	379
"110003 Birna vas"	59
"110004 Blanca"	252
"110005 Boštanj"	312
"110006 Breg"	131
"110007 Brezovo"	70
"110008 Budna vas"	88
"110009 Cerovec"	54
"110010 Èanje"	121
"110011 Èelovnik"	21
"110012 Èešnjice"	14
"110013 Dedna Gora"	8
"110014 Dolenji Boštanj"	714
"110015 Dolnje Brezovo"	169
"110016 Dolnje Impolje"	23
"110017 Dolnje Orle"	26
"110018 Drožanje"	156
"110019 Drušèe"	59
"110020 Gabrijele"	244
"110021 Gabrje"	34
"110022 Gornje Brezovo"	61
"110023 Gornje Impolje"	18
"110024 Gornje Orle"	48
"110025 Goveji Dol"	27
"110026 Hudo Brezje"	106
"110027 Jablanica"	188
"110028 Jelovec"	43
"110029 Jeperjek"	49
"110030 Kal pri Krmelju"	65
"110031 Kamenica"	44
"110032 Kaplja vas"	54
"110033 Kladje nad Blanco"	191
"110034 Kladje pri Krmelju"	58
"110035 Koludrje"	48
"110036 Kompolje"	81
"110037 Konjsko"	68
"110038 Krajna Brda"	113
"110039 Križ"	108
"110040 Krmelj"	613
"110041 Krsinji Vrh"	38
"110042 Laze pri Boštanju"	32
"110043 Ledina"	250
"110044 Leskovec v Podborštu"	88
"110045 Log"	349
"110046 Loka pri Zidanem Mostu"	439
"110047 Lonèarjev Dol"	195
"110048 Lukovec"	179
"110049 Mala Hubajnica"	44
"110050 Malkovec"	152
"110051 Metni Vrh"	185
"110052 Mrtovec"	80
"110053 Mrzla Planina"	106
"110054 Novi Grad"	39
"110055 Okroglice"	101
"110056 Orehovo"	218
"110057 Orešje nad Sevnico"	120
"110058 Osredek pri Hubajnici"	14
"110059 Osredek pri Krmelju"	124
"110060 Otavnik"	37
"110061 Pavla vas"	80
"110062 Peèje"	101
"110063 Pijavice"	68
"110064 Podboršt"	81
"110065 Podgorica"	93
"110066 Podgorje ob Sevnièni"	136
"110067 Podvrh"	94
"110068 Poklek nad Blanco"	233
"110069 Polje pri Tržišèu"	91
"110070 Ponikve pri Studencu"	58
"110071 Preska"	20
"110072 Prešna Loka"	61
"110073 Primož"	25
"110074 Raèica"	197
"110075 Radež"	124
"110076 Radna"	87
"110077 Razbor"	138
"110078 Rogaèice"	46
"110079 Rovišèe pri Studencu"	170
"110080 Selce nad Blanco"	58
"110081 Sevnica"	4591
"110082 Skrovnik"	60
"110083 Slanèji Vrh"	53
"110084 Slap"	11
"110085 Spodnje Mladetièe"	65
"110086 Spodnje Vodale"	105
"110087 Srednik"	68
"110088 Stržišèe"	63
"110089 Studenec"	187
"110090 Svinjsko"	61
"110091 Šentjanž"	397
"110092 Šentjur na Polju"	77
"110093 Škovec"	63
"110094 Šmarèna"	86
"110095 Štajngrob"	39
"110096 Telèe"	69
"110097 Telèice"	63
"110098 Trnovec"	147
"110099 Tršèina"	68
"110100 Tržišèe"	200
"110101 Velika Hubajnica"	28
"110102 Veliki Cirnik"	72
"110103 Vranje"	107
"110104 Vrh pri Boštanju"	235
"110105 Vrhek"	88
"110106 Zabukovje nad Sevnico"	177
"110107 Zavratec"	79
"110108 Zgornje Mladetièe"	64
"110109 Zgornje Vodale"	28
"110110 Znojile pri Studencu"	3
"110111 Žigrski Vrh"	171
"110112 Žirovnica"	30
